index	actor
3394	('장혜문', 'Huiwen Zhang')
3395	('염니', 'Yan Ni')
3396	('장가역', 'Zhang Jia Yi')
3397	('조봉', 'ZU Feng')
3398	('신백청', 'Bai Qing Xin')
3399	('마리오 카사스', 'Mario Casas')
3400	('바바라 레니', 'Barbara Lennie')
3401	('호세 코로나도', 'Jose Coronado')
3402	('안나 와게너', 'Ana Wagener')
3403	('프란체스크 오렐라', 'Francesc Orella')
3404	('데이빗 셀바스', 'David Selvas')
3405	('이니고 가스테시', 'Inigo Gastesi')
3406	('산 옐라모스', 'San Yelamos')
3407	('폴 다노', 'Paul Dano')
3408	('폴라 뉴섬', 'Paula Newsome')
3409	('질 탤리', 'Jill Talley')
3410	('최우식', '')
3411	('김수현', '')
3412	('강신철', '')
3413	('신재하', '')
3414	('박주희', '')
3415	('이민아', '')
3416	('장유상', '')
3417	('달이', '')
3418	('안길강', '')
3419	('코마', '')
3420	('정민아', '')
3421	('원장희', '')
3422	('김난휘', '')
3423	('매튜 맥퍼딘', 'Matthew MacFadyen')
3424	('로자먼드 파이크', 'Rosamund Pike')
3425	('지나 말론', 'Jena Malone')
3426	('주디 덴치', 'Judi Dench')
3427	('김명준', '')
3428	('변재훈', '')
3429	('오려실', '')
3430	('리지옥', '')
3431	('김혜연', '')
3432	('리성대', '')
3433	('조성래', '')
3434	('서영범', '')
3435	('에밀리 블런트', 'Emily Blunt')
3436	('조나스 암스트롱', 'Jonas Armstrong')
3437	('샬롯 라일리', 'Charlotte Riley')
3438	('토니 웨이', 'Tony Way')
3439	('킥 거리', 'Kick Gurry')
3440	('스콧 이스트우드', 'Scott Eastwood')
3441	('타이레스 깁슨', 'Tyrese Gibson')
3442	('재커리 퀸토', 'Zachary Quinto')
3443	('안톤 옐친', 'Anton Yelchin')
3444	('존 조', 'John Cho')
3445	('진혜림', '')
3446	('윤여정', '')
3447	('황석정', '')
3448	('백현진', '')
3449	('조관우', '')
3450	('마이클 더글라스', 'Michael Douglas')
3451	('샤론 스톤', 'Sharon Stone')
3452	('진 트리플혼', 'Jeanne Tripplehorn')
3453	('데니스 아드트', 'Denis Arndt')
3454	('레이라니 사렐', 'Leilani Sarelle')
3455	('브루스 A. 영', 'Bruce A. Young')
3456	('셸시 로스', 'Chelcie Ross')
3457	('주디 그리어', 'Judy Greer')
3458	('트로이안 벨리사리오', 'Troian Bellisario')
3459	('제임스 얼바니악', 'James Urbaniak')
3460	('이광수', '')
3461	('이솜', 'Esom')
3462	('길해연', '')
3463	('김중기', '')
3464	('김경남', '')
3465	('마츠오카 요시츠구', 'Yoshitsugu Matsuoka')
3466	('토마츠 하루카', 'Tomatsu Haruka')
3467	('이토 카나에', 'Kanae Ito')
3468	('폰느 A. 챔버스', 'Faune A. Chambers')
3469	('엘리어스 코티스', 'Elias Koteas')
3470	('도나 두플랜티어', 'Donna DuPlantier')
3471	('윤정희', '')
3472	('김희라', '')
3473	('김용택', '')
3474	('버스타 라임즈', 'Busta Rhymes')
3475	('릴 제인', "Lil' Zane")
3476	('사나다 히로유키', 'Hiroyuki Sanada')
3477	('미야자와 리에', 'Rie Miyazawa')
3478	('코바야시 넨지', 'Nenji Kobayashi')
3479	('오스기 렌', 'Ohsugi Ren')
3480	('후키코시 미츠루', 'Mitsuru Fukikoshi')
3481	('후카우라 카나코', 'Kanako Fukaura')
3482	('칸베 히로시', 'Hiroshi Kanbe')
3483	('이토 미키', 'Miki Ito')
3484	('우에토 아야', 'Ueto Aya')
3485	('후쿠다 마유코', 'Mayuko Fukuda')
3486	('미야사코 히로유키', 'Hiroyuki Miyasako')
3487	('타나카 아츠코', 'Atsuko Tanaka')
3488	('나카무라 치에', 'Chie Nakamura')
3489	('모리카와 토시유키', 'Toshiyuki Morikawa')
3490	('제이든 스미스', 'Jaden Smith')
3491	('제임스 카렌', 'James Karen')
3492	('댄 카스텔라네타', 'Dan Castellaneta')
3493	('커트 풀러', 'Kurt Fuller')
3494	('타카요 피셔', 'Takayo Fischer')
3495	('에디 레드메인', 'Eddie Redmayne')
3496	('에머랄드 펜넬', 'Emerald Fennell')
3497	('애드리언 쉴러', 'Adrian Schiller')
3498	('루다크리스', 'Ludacris')
3499	('맷 슐즈', 'Matt Schulze')
3500	('성 강', 'Sung Kang')
3501	('토비 맥과이어', 'Tobey Maguire')
3502	('제임스 프랭코', 'James Franco')
3503	('클리프 로버트슨', 'Cliff Robertson')
3504	('로즈마리 해리스', 'Rosemary Harris')
3505	('게리 벡커', 'Gerry Becker')
3506	('애니 콜리', 'Annie Corley')
3507	('빅터 슬레작', 'Victor Slezak')
3508	('짐 헤이니', 'Jim Haynie')
3509	('필리스 라이온스', 'Phyllis Lyons')
3510	('데브라 몽크', 'Debra Monk')
3511	('사라 캐서린 슈미트', 'Sarah Kathryn Schmitt')
3512	('나리미야 히로키', 'Narimiya Hiroki')
3513	('타케우치 리키', 'Riki Takeuchi')
3514	('반도 에이지', 'Eiji Bando')
3515	('하야시야 쇼조', 'Shozo Hayashiya')
3516	('이치하라 에츠코', 'Etsuko Ichihara')
3517	('하야미 유', 'Yu Hayami')
3518	('칸지야 시호리', 'Kanjiya Shihori')
3519	('모토카리야 유이카', 'Yuika Motokariya')
3520	('토시마 유카리', 'Yukari Toshima')
3521	('세키네 카나', 'Kana Sekine')
3522	('미즈타 후미코', 'Fumiko Mizuta')
3523	('안도 마사노부', 'Masanobu Ando')
3524	('카네코 켄', 'Ken Kaneko')
3525	('모리모토 레오', 'Leo Morimoto')
3526	('야마야 하츠오', 'Hatsuo Yamaya')
3527	('이시바시 료', 'Ryo Ishibashi')
3528	('테라지마 스스무', 'Susumu Terajima')
3529	('카시와야 미치스케', 'Michisuke Kashiwaya')
3530	('다이케 요코', 'Yuko Daike')
3531	('임원희', '')
3532	('로이 샤이더', 'Roy Scheider')
3533	('리차드 드레이퓨즈', 'Richard Dreyfuss')
3534	('로레인 게리', 'Lorraine Gary')
3535	('머레이 해밀턴', 'Murray Hamilton')
3536	('데이브 바티스타', 'Dave Bautista')
3537	('폼 클레멘티에프', 'Pom Klementieff')
3538	('박해일', '')
3539	('고두심', '')
3540	('김봉근', '')
3541	('강동우', '')
3542	('매튜 그레이 구블러', 'Matthew Gray Gubler')
3543	('제시 맥카트니', 'Jesse McCartney')
3544	('카메론 리차드슨', 'Cameron Richardson')
3545	('베로니카 알리시노', 'Veronica Alicino')
3546	('양동근', 'Dong-kun Yang')
3547	('최정원', '')
3548	('현쥬니', '')
3549	('이도경', '')
3550	('매들린 스토우', 'Madeleine Stowe')
3551	('러셀 민스', 'Russell Means')
3552	('조디 메이', 'Jodhi May')
3553	('웨스 스투디', 'Wes Studi')
3554	('에릭 슈웨이그', 'Eric Schweig')
3555	('스티브 워딩튼', 'Steven Waddington')
3556	('모리스 로브', 'Maurice Roeves')
3557	('마리아 슈라더', 'Maria Schrader')
3558	('피에르 사노우시-블리스', 'Pierre Sanoussi-Bliss')
3559	('마이클 본 아우', 'Michael von Au')
3560	('엘리자베스 트리센나', 'Elisabeth Trissenaar')
3561	('제이콥 살바티', 'Jakob Salvati')
3562	('에밀리 왓슨', 'Emily Watson')
3563	('케빈 제임스', 'Kevin James')
3564	('데이빗 헨리', 'David Henrie')
3565	('브루노 강쯔', 'Bruno Ganz')
3566	('테오 게오르규', 'Teo Gheorghiu')
3567	('파브리지오 볼자니', 'Fabrizio Borsani')
3568	('유리카 옌킨스', 'Julika Jenkins')
3569	('우르스 유커', 'Urs Jucker')
3570	('엘레니 하웁', 'Eleni Haupt')
3571	('크리스티나 리코바', 'Kristina Lykowa')
3572	('타마라 스카펠리니', 'Tamara Scarpellini')
3573	('줄리엣 비노쉬', 'Juliette Binoche')
3574	('레나 올린', 'Lena Olin')
3575	('휴 오코너', "Hugh O'Conor")
3576	('존 우드', 'John Wood')
3577	('캘럼 말로니', 'Callum Maloney')
3578	('더모트 마제니스', 'Dermot Magennis')
3579	('폴 타이랙', 'Paul Tylak')
3580	('이안 코핑거', 'Ian Coppinger')
3581	('제시카 비엘', 'Jessica Biel')
3582	('퀸튼 잭슨', "Quinton 'Rampage' Jackson")
3583	('패트릭 윌슨', 'Patrick Wilson')
3584	('제랄드 맥라니', 'Gerald McRaney')
3585	('윤아영', '')
3586	('김혜성', '')
3587	('김정은', '')
3588	('후쿠시 소우타', 'Fukushi Sota')
3589	('고마츠 나나', 'Nana Komatsu')
3590	('히가시데 마사히로', 'Masahiro Higashide')
3591	('야마다 유키', 'Yuki Yamada')
3592	('아타카 아키라', 'Akira Otaka')
3593	('미야자키 요시코', 'Yoshiko Miyazaki')
3594	('셜리 스톨러', 'Shirley Stoler')
3595	('척 아스페그런', 'Chuck Aspegren')
3596	('제시 아이젠버그', 'Jesse Eisenberg')
3597	('제이크 T. 오스틴', 'Jake T. Austin')
3598	('로드리고 산토로', 'Rodrigo Santoro')
3599	('트레이시 모건', 'Tracy Morgan')
3600	('박성웅', '')
3601	('김윤성', '')
3602	('나광훈', '')
3603	('박로사', '')
3604	('송승헌', '')
3605	('서신애', '')
3606	('이승호', '')
3607	('김진규', '')
3608	('이은심', '')
3609	('주증녀', '')
3610	('엄앵란', '')
3611	('고선애', '')
3612	('강석제', '')
3613	('황숙랑', '')
3614	('데브라 메싱', 'Debra Messing')
3615	('미셸 라', 'Michelle La')
3616	('조셉 리', 'Joseph Lee')
3617	('사라 손', 'Sara Sohn')
3618	('도미닉 호프만', 'Dominic Hoffman')
3619	('스티븐 마이클 아이히', 'Steven Michael Eich')
3620	('다니엘 오떼유', 'Daniel Auteuil')
3621	('파스칼 뒤켄', 'Pascal Duquenne')
3622	('미우 미우', 'Miou-Miou')
3623	('앙리 가르생', 'Henri Garcin')
3624	('이자벨 사도양', 'Isabelle Sadoyan')
3625	('파비앙 로리오', 'Fabienne Loriaux')
3626	('앨리스 반 도마엘', 'Alice van Dormael')
3627	('줄리엣 반 도마엘', 'Juliette Van Dormael')
3628	('권귀덕', '')
3629	('곽진석', '')
3630	('성일', 'Sin Seong-il')
3631	('전세진', '')
3632	('권태호', '')
3633	('김경민', '')
3634	('주용성', '')
3635	('김경태', '')
3636	('스키트 울리치', 'Skeet Ulrich')
3637	('셜리 나이트', 'Shirley Knight')
3638	('존 슬래터리', 'John Slattery')
3639	('브라이언 다아시 제임스', "Brian d'Arcy James")
3640	('엘레나 울', 'Elena Wohl')
3641	('알란 커밍', 'Alan Cumming')
3642	('아이작 레이바', 'Isaac Leyva')
3643	('가렛 딜라헌트', 'Garret Dillahunt')
3644	('그레그 헨리', 'Gregg Henry')
3645	('제이미 앤 올먼', 'Jamie Anne Allman')
3646	('돈 프랭클린', 'Don Franklin')
3647	('에바 그린', 'Eva Green')
3648	('니코 파커', 'Nico Parker')
3649	('핀리 호빈스', 'Finley Hobbins')
3650	('데오비아 오파레이', 'Deobia Oparei')
3651	('샤론 루니', 'Sharon Rooney')
3652	('기네스 팰트로', 'Gwyneth Paltrow')
3653	('레슬리 빕', 'Leslie Bibb')
3654	('샤운 토웁', 'Shaun Toub')
3655	('페런 테이어', 'Faran Tahir')
3656	('세이드 바드레야', 'Sayed Badreya')
3657	('오카모토 노부히코', 'Nobuhiko Okamoto')
3658	('스티븐 바우어', 'Steven Bauer')
3659	('메리 엘리자베스 매스트란토니오', 'Mary Elizabeth Mastrantonio')
3660	('임현식', '')
3661	('윤덕용', '')
3662	('이채은', '')
3663	('에디 그리핀', 'Eddie Griffin')
3664	('킴벌리 엘리스', 'Kimberly Elise')
3665	('숀 하토시', 'Shawn Hatosy')
3666	('이홍기', '')
3667	('백진희', '')
3668	('전민서', '')
3669	('심이영', '')
3670	('전수경', '')
3671	('오연수', '')
3672	('이일재', '')
3673	('최학락', '')
3674	('장세진', '')
3675	('하용수', '')
3676	('김부선', '김근희')
3677	('박도연', '')
3678	('박명신', '')
3679	('문성근', '')
3680	('백현주', '')
3681	('클로에 세비니', 'Chloe Sevigny')
3682	('브렌단 섹스톤', 'Brendan Sexton III')
3683	('알리슨 폴란드', 'Alison Folland')
3684	('알리샤 고랜슨', 'Alicia Goranson')
3685	('맷 맥가그레스', 'Matt McGrath')
3686	('니콜라스 홀트', 'Nicholas Hoult')
3687	('조이 도이치', 'Zoey Deutch')
3688	('사라 폴슨', 'Sarah Paulson')
3689	('빅터 가버', 'Victor Garber')
3690	('에릭 보고시안', 'Eric Bogosian')
3691	('에이미 루트버그', 'Amy Rutberg')
3692	('노무현', '')
3693	('마틴 맥커친', 'Martine McCutcheon')
3694	('가이 피어스', 'Guy Pearce')
3695	('장 클로드 드레이퍼스', 'Jean-Claude Dreyfus')
3696	('쿠말', 'Kumal')
3697	('샹가', 'Sangha')
3698	('오난 뉴엔', 'Oanh Nguyen')
3699	('필립핀 르로이-뷔리우', 'Philippine Leroy-Beaulieu')
3700	('무사 마스크리', 'Moussa Maaskri')
3701	('귀욤 고익스', 'Guillaume Gouix')
3702	('베르나데트 라퐁', 'Bernadette Lafont')
3703	('헬렌 벤상', 'Helene Vincent')
3704	('루이 레고', 'Luis Rego')
3705	('파니 타우론', 'Fanny Touron')
3706	('키 카잉', 'Kea Kaing')
3707	('세바스찬 스탠', 'Sebastian Stan')
3708	('코비 스멀더스', 'Cobie Smulders')
3709	('기타노 다케시', 'Takeshi Kitano')
3710	('세키구치 유스케', 'Yusuke Sekiguchi')
3711	('키시모토 가요코', 'Kayoko Kishimoto')
3712	('비트 키요시', 'Beat Kiyoshi')
3713	('그레이트 기다유', 'Great Gidayu')
3714	('이데 랏쿄', 'Rakkyo Ide')
3715	('히라타 히로아키', 'Hiroaki Hirata')
3716	('야오 카즈키', 'Kazuki Yao')
3717	('레이라 하타미', 'Leila Hatami')
3718	('페이만 모아디', 'Peyman Moadi')
3719	('사레 바이아트', 'Sareh Bayat')
3720	('샤하브 호세이니', 'Shahab Hosseini')
3721	('메릴라 자레이', "Merila Zare'i")
3722	('알리 아스하르 샤바지', 'Ali-Asghar Shahbazi')
3723	('바바크 카리미', 'Babak Karimi')
3724	('키미아 호세이니', 'Kimia Hosseini')
3725	('나오미 해리스', 'Naomie Harris')
3726	('막심 고다르', 'Maxime Godart')
3727	('발리에리 르메르시', 'Valerie Lemercier')
3728	('상드린 키베를랭', 'Sandrine Kiberlain')
3729	('프랑수아 제르비에 드메종', 'Francois-Xavier Demaison')
3730	('미첼 듀차우소이', 'Michel Duchaussoy')
3731	('다니엘 프레보', 'Daniel Prevost')
3732	('카렌 알렌', 'Karen Allen')
3733	('폴 프리먼', 'Paul Freeman')
3734	('로널드 레이시', 'Ronald Lacey')
3735	('볼프 칼러', 'Wolf Kahler')
3736	('안소니 히긴스', 'Anthony Higgins')
3737	('와그너 모라', 'Wagner Moura')
3738	('안드레 라미로', 'Andre Ramiro')
3739	('이란디르 산토스', 'Irandhir Santos')
3740	('밀헴 코타즈', 'Milhem Cortaz')
3741	('산드로 로차', 'Sandro Rocha')
3742	('타이나 뮬러', 'Taina Muller')
3743	('마리아 리베이로', 'Maria Ribeiro')
3744	('세우 조르지', 'Seu Jorge')
3745	('구윤희', '')
3746	('양병간', '')
3747	('리차드 크레나', 'Richard Crenna')
3748	('빌 맥키니', 'Bill McKinney')
3749	('잭 스타렛', 'Jack Starrett')
3750	('마이클 탤보트', 'Michael Talbott')
3751	('존 맥리엄', 'John McLiam')
3752	('가비 호프만', 'Gaby Hoffmann')
3753	('재클린 김', 'Jacqueline Kim')
3754	('존 코베트', 'John Corbett')
3755	('자오웨이', 'Zhao Wei')
3756	('황일비', '')
3757	('막미림', 'Meilin Mok')
3758	('전계문', '')
3759	('진국곤', 'Chan Kwok Kwan')
3760	('임자총', '')
3761	('티모시 올리펀트', 'Timothy Olyphant')
3762	('클리프 커티스', 'Cliff Curtis')
3763	('매기 큐', 'Maggie Q')
3764	('메리 엘리자베스 윈스티드', 'Mary Elizabeth Winstead')
3765	('케빈 스미스', 'Kevin Smith')
3766	('타카츠키 사라', 'Sara Takatsuki')
3767	('마츠시마 나나코', 'Nanako Matsushima')
3768	('네기시 토시에', 'Negishi Toshie')
3769	('모리야마 료코', 'Ryoko Moriyama')
3770	('구로키 히토미', 'Hitomi Kuroki')
3771	('빌 베일리', 'Bill Bailey')
3772	('나영희', '')
3773	('김지호', '')
3774	('진경', '')
3775	('타마키 히로시', 'Tamaki Hiroshi')
3776	('아오키 무네타카', 'Munetaka Aoki')
3777	('코이데 케이스케', 'Koide Keisuke')
3778	('쿠로키 메이사', 'Meisa Kuroki')
3779	('우에하라 미사', 'Misa Uehara')
3780	('오오니시 아사에', 'Asae Oonishi')
3781	('조지 맥케이', 'George MacKay')
3782	('딘-찰스 채프먼', 'Dean-Charles Chapman')
3783	('앤드류 스캇', 'Andrew Scott')
3784	('리차드 매든', 'Richard Madden')
3785	('에드리언 스카보로', 'Adrian Scarborough')
3786	('김명곤', '')
3787	('오정해', '')
3788	('김규철', '')
3789	('신새길', '')
3790	('안병경', '')
3791	('최동준', '')
3792	('최종원', '')
3793	('강선숙', '')
3794	('쿠기미야 리에', 'Rie Kugimiya')
3795	('오오하라 사야카', 'Ohara Sayaka')
3796	('사토 사토미', 'Sato Satomi')
3797	('호리에 유이', 'Horie Yui')
3798	('엔도 아야', 'Aya Endo')
3799	('안젤리카 휴스턴', 'Anjelica Huston')
3800	('더그레이 스콧', 'Dougray Scott')
3801	('패트릭 갓프레이', 'Patrick Godfrey')
3802	('티모시 웨스트', 'Timothy West')
3803	('주디 파핏', 'Judy Parfitt')
3804	('보 번햄', 'Bo Burnham')
3805	('알리슨 브리', 'Alison Brie')
3806	('레버른 콕스', 'Laverne Cox')
3807	('리지 캐플란', 'Lizzy Caplan')
3808	('자레드 해리스', 'Jared Harris')
3809	('매튜 구드', 'Matthew Goode')
3810	('래피 캐시디', 'Raffey Cassidy')
3811	('샬롯 호프', 'Charlotte Hope')
3812	('다니엘 베츠', 'Daniel Betts')
3813	('이진희', '')
3814	('하석', '')
3815	('안세호', '')
3816	('주민하', '')
3817	('김용진', '')
3818	('지안', '임유진')
3819	('박근형', '')
3820	('박형식', 'Hyung Sik Park')
3821	('윤경호', '')
3822	('마일로 벤티밀리아', 'Milo Ventimiglia')
3823	('제랄딘 휴즈', 'Geraldine Hughes')
3824	('안토니오 타버', 'Antonio Tarver')
3825	('제임스 프란시스 켈리 3세', 'James Francis Kelly III')
3826	('토니 버톤', 'Tony Burton')
3827	('헨리 G. 샌더스', 'Henry G. Sanders')
3828	('벨라 손', 'Bella Thorne')
3829	('패트릭 슈왈제네거', 'Patrick Schwarzenegger')
3830	('롭 리글', 'Rob Riggle')
3831	('퀸 쉐퍼드', 'Quinn Shephard')
3832	('니콜라스 쿰베', 'Nicholas Coombe')
3833	('켄 트렘블렛', 'Ken Tremblett')
3834	('젠 그리핀', 'Jenn Griffin')
3835	('티에라 스코브예', 'Tiera Skovbye')
3836	('로레인 브라코', 'Lorraine Bracco')
3837	('폴 소르비노', 'Paul Sorvino')
3838	('프랭크 디레오', 'Frank DiLeo')
3839	('프랭크 시베로', 'Frank Sivero')
3840	('아녜스 바르다', 'Agnes Varda')
3841	('제이알', 'JR')
3842	('콘도 타카유키', 'Takayuki Kondo')
3843	('플로리안 데이비드 핏츠', 'Florian David Fitz')
3844	('마치아스 슈와바이어퍼', 'Matthias Schweighofer')
3845	('미리엄 스테인', 'Miriam Stein')
3846	('한넬로르 엘스너', 'Hannelore Elsner')
3847	('카타리나 탈바흐', 'Katharina Thalbach')
3848	('요하네스 알마예르', 'Johannes Allmayer')
3849	('울프강 스텀프', 'Wolfgang Stumph')
3850	('나가세 마사토시', 'Masatoshi Nagase')
3851	('우치다 카라', 'Kara Uchida')
3852	('미즈노 미키', 'Mizuno Miki')
3853	('나카노 타이카', 'Nagano Taiga')
3854	('카네마츠 와카토', 'Wakato Kanematsu')
3855	('아사다 미요코', 'Asada Miyoko')
3856	('왕페이', 'Wong Faye')
3857	('금성무', 'Takeshi Kaneshiro')
3858	('주가령', '')
3859	('장성호', '')
3860	('최원형', '')
3861	('케네스 브래너', 'Kenneth Branagh')
3862	('강동원', '')
3863	('남수정', '')
3864	('임하룡', '')
3865	('김은영', '')
3866	('조디 코머', 'Jodie Comer')
3867	('조 키어리', 'Joe Keery')
3868	('릴렐 호워리', 'LilRel Howery')
3869	('우카쉬 엠부드카', 'Utkarsh Ambudkar')
3870	('맷티 카다로플', 'Matty Cardarople')
3871	('브리트니 올드포드', 'Britne Oldford')
3872	('박유천', '')
3873	('김재중', '재중')
3874	('김준수', 'XIA')
3875	('서재경', '')
3876	('스티브 태슐러', 'Steve Taschler')
3877	('정재진', '')
3878	('니시카와 슌스케', 'Nishikawa Shunsuke')
3879	('마츠모토 가쿠', 'Matsumoto Gaku')
3880	('나카무라 카이토', 'Nakamura Kaito')
3881	('야노 유카', 'Yano Yuka')
3882	('야마야 카스미', 'Kasumi Yamaya')
3883	('야시바 토시히로', 'Toshihiro Yashiba')
3884	('나가하마 신', 'Shin Nagahama')
3885	('미즈카와 아사미', 'Asami Mizukawa')
3886	('벡키', 'Becky')
3887	('야마다 유', 'Yu Yamada')
3888	('나다기 타케시', 'Takeshi Nadagi')
3889	('엘마 베퍼', 'Elmar Wepper')
3890	('이리즈키 아야', 'Aya Irizuki')
3891	('맥시밀리언 브럭크너', 'Maximilian Bruckner')
3892	('나디아 울', 'Nadja Uhl')
3893	('버짓 미니크마이어', 'Birgit Minichmayr')
3894	('페릭스 에이트너', 'Felix Eitner')
3895	('카트린 사스', 'Katrin Sab')
3896	('마리아 시몬', 'Maria Simon')
3897	('슐판 하마토바', 'Chulpan Khamatova')
3898	('플로리안 루카스', 'Florian Lukas')
3899	('알렉산더 베이어', 'Alexander Beyer')
3900	('버그하트 클로브너', 'Burghart Klaussner')
3901	('윤주상', '')
3902	('박하', '')
3903	('조덕현', '')
3904	('테렌스 카슨', "Terrence 'T.C.' Carson")
3905	('패트리시아 벨라즈퀘즈', 'Patricia Velasquez')
3906	('프레디 보어스', 'Freddie Boath')
3907	('아런 암스트롱', 'Alun Armstrong')
3908	('김옥빈', '')
3909	('김병철', '')
3910	('서현우', 'SEO Hyun-woo')
3911	('황보라', '')
3912	('이문수', '')
3913	('천보근', '')
3914	('공호석', '')
3915	('래리 브리그맨', 'Larry Bryggman')
3916	('마이클 폴 챈', 'Michael Paul Chan')
3917	('마리안 장 밥티스트', 'Marianne Jean-Baptiste')
3918	('아만다 바인즈', 'Amanda Bynes')
3919	('채닝 테이텀', 'Channing Tatum')
3920	('로라 램지', 'Laura Ramsey')
3921	('비니 존스', 'Vinnie Jones')
3922	('로버트 호프먼', 'Robert Hoffman')
3923	('알렉산드라 브렉켄릿지', 'Alexandra Breckenridge')
3924	('마이크 마이어스', 'Mike Myers')
3925	('에디 머피', 'Eddie Murphy')
3926	('뱅상 카셀', 'Vincent Cassel')
3927	('피터 데니스', 'Peter Dennis')
3928	('크리스 밀러', 'Chris Miller')
3929	('미즈타 와사비', 'Wasabi Mizuta')
3930	('오오하라 메구미', 'Megumi Oohara')
3931	('키무라 스바루', 'Subaru Kimura')
3932	('카카즈 유미', 'Yumi Kakazu')
3933	('코바야시 유미코', 'Yumiko Kobayashi')
3934	('치아키', 'Chiaki')
3935	('할리 베리', 'Halle Berry')
3936	('존 시나', 'John Cena')
3937	('케이트 맥키넌', 'Kate McKinnon')
3938	('데이비드 테넌트', 'David Tennant')
3939	('지나 로드리게즈', 'Gina Rodriguez')
3940	('가브리엘 이글레시아스', 'Gabriel Iglesias')
3941	('라울 에스파르자', 'Raul Esparza')
3942	('임수정', '')
3943	('이미숙', '')
3944	('이성경', '')
3945	('윤덕현', '')
3946	('이유정', '')
3947	('야기라 유야', 'Yuya Yagira')
3948	('키타우라 아유', 'Ayu Kitaura')
3949	('키무라 히에이', 'Hiei Kimura')
3950	('시미즈 모모코', 'Momoko Shimizu')
3951	('유', 'Yukiko Ehara')
3952	('쿠시다 카즈미', 'Kazumi Kushida')
3953	('오카모토 유키코', 'Yukiko Okamoto')
3954	('안나 페리스', 'Anna Faris')
3955	('한채영', 'Chae-young Han')
3956	('방수형', '')
3957	('엘르 패닝', 'Elle Fanning')
3958	('토마스 헤이든 처치', 'Thomas Haden Church')
3959	('패트릭 후짓', 'Patrick Fugit')
3960	('콜린 포드', 'Colin Ford')
3961	('니콜 앤드류스', 'Nicole Andrews')
3962	('대니 엘프만', 'Danny Elfman')
3963	('크리스 서랜던', 'Chris Sarandon')
3964	('윌리엄 히키', 'William Hickey')
3965	('글렌 샤딕스', 'Glenn Shadix')
3966	('켄 페이지', 'Ken Page')
3967	('에드 아이버리', 'Ed Ivory')
3968	('김상현', '')
3969	('사성웅', '')
3970	('톰 아놀드', 'Tom Arnold')
3971	('티아 카레레', 'Tia Carrere')
3972	('아트 말릭', 'Art Malik')
3973	('엘리자 더쉬쿠', 'Eliza Dushku')
3974	('그랜트 헤슬로브', 'Grant Heslov')
3975	('숀 빈', 'Sean Bean')
3976	('매튜 하버', 'Matthew Harbour')
3977	('토드 그라프', 'Todd Graff')
3978	('존 베드포드 로이드', 'John Bedford Lloyd')
3979	('J.C. 퀸', 'J.C. Quinn')
3980	('킴벌리 스콧', 'Kimberly Scott')
3981	('후쿠야마 마사하루', 'Masaharu Fukuyama')
3982	('마키 요코', 'Maki Yoko')
3983	('니노미야 케이타', 'Keita Ninomiya')
3984	('황 쇼겐', 'Shogen Hwang')
3985	('후부키 준', 'Jun Fubuki')
3986	('쿠니무라 준', 'Kunimura Jun')
3987	('수라즈 샤르마', 'Suraj Sharma')
3988	('이르판 칸', 'Irrfan Khan')
3989	('라프 스팰', 'Rafe Spall')
3990	('아딜 후세인', 'Adil Hussain')
3991	('타부', 'Tabu')
3992	('제라르 드빠르디유', 'Gerard Depardieu')
3993	('테리 오퀸', "Terry O'Quinn")
3994	('이경규', '')
3995	('김혜선', '')
3996	('리틱 로샨', 'Hrithik Roshan')
3997	('아이쉬와라 라이', 'Aishwarya Rai')
3998	('아디티야 로이 카푸르', 'Aditya Roy Kapoor')
3999	('수헬 세스', 'Suhel Seth')
4000	('나피샤 알리', 'Nafisa Ali')
4001	('애쉬 챈들러', 'Ash Chandler')
4002	('마크란드 데쉬판데', 'Makrand Deshpande')
4003	('전국환', '')
4004	('윤희석', '')
4005	('권범택', '')
4006	('조달환', '')
4007	('혜림', '')
4008	('정영주', 'Young Ju Jeong')
4009	('김찬이', '')
4010	('손지윤', '')
4011	('이지혁', '')
4012	('황원규', '')
4013	('케일럽 랜드리 존스', 'Caleb Landry Jones')
4014	('잭 케시', 'Jack Kesy')
4015	('마일로 깁슨', 'Milo Gibson')
4016	('제이콥 시피오', 'Jacob Scipio')
4017	('테일러 존 스미스', 'Taylor John Smith')
4018	('줄리 델피', 'Julie Delpy')
4019	('안드레아 에커트', 'Andrea Eckert')
4020	('하노 포스클', 'Hanno Poschl')
4021	('칼 브럭슈와이저', 'Karl Bruckschwaiger')
4022	('텍스 루비노비츠', 'Tex Rubinowitz')
4023	('어니 맨골드', 'Erni Mangold')
4024	('도미닉 카스텔', 'Dominik Castell')
4025	('사미 게일', 'Sami Gayle')
4026	('블리드 대너', 'Blythe Danner')
4027	('팀 블레이크 넬슨', 'Tim Blake Nelson')
4028	('서동원', '')
4029	('크리스 크리스토퍼슨', 'Kris Kristofferson')
4030	('프레디 로드리게스', 'Freddy Rodriguez')
4031	('사사키 노조미', 'Nozomi Sasaki')
4032	('타니하라 쇼스케', 'Shosuke Tanihara')
4033	('야마모토 히카루', 'Hikaru Yamamoto')
4034	('오오이시 미츠키', 'Mitsuki Oishi')
4035	('카가미 사키', 'Saki Kagami')
4036	('후카미 모토키', 'Motoki Fukami')
4037	('나나카', 'Nanaka')
4038	('오스틴 버틀러', 'Austin Butler')
